"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRang","PUIAgeMedi","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRe","PUIFLResOu","PUIContNo","PUIContUnk","PUITravelN","PUITravelY","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2"
4,46,91,"OKALOOSA","Okaloosa","Okaloosa","Okaloosa County","FL",200737,7969,216,181,738,1226,1140,1039,1162,883,757,585,42,"0 to 119",49,4726,3142,101,7820,148,1,248,6847,752,95,1287,6653,0,29,7792,1134,134,12,5,660,570,38,1268,16,42,235,272,198,163,145,102,67,43,2,"0 to 103","38",712,104,91,361,228,612,428,130,3,73,1,0,10,1285,578,669,1267,17,1,16709,131,18144,16840,1285,34,1344,0,1378,2.47,19522,1319,7997,9347,"4.7",6.8,16.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","17.9","15","20.8","29.1","%","%","%","%",45,4,10,133,74,11,6,0.8,1130,10,155,0,78,2,0,0,"7"
64,47,93,"OKEECHOBEE","Okeechobee","Okeechobee","Okeechobee County","FL",40572,2035,38,84,299,274,239,251,305,203,186,144,12,"0 to 119",48,1166,847,22,2023,12,0,140,1491,437,15,527,1507,0,1,2022,478,45,4,0,263,258,2,523,14,43,106,94,86,64,72,22,14,11,1,"0 to 94","35",342,55,63,63,247,197,79,60,0,46,2,0,2,527,260,265,523,4,0,3959,8,4499,3967,527,5,151,0,156,3.21,4655,532,1658,2191,"5.4",11.4,26.1,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","did not change","increased by","increased by","7.1","","37.2","26.2","%","","%","%",3,0,2,60,48,12,10,0.4,518,2,9,0,86,3,1,0,"44"
31,48,95,"ORANGE","Orange","Orange","Orange County","FL",1321194,77665,1336,1804,8236,13022,11790,12037,11576,7993,3803,1442,4626,"0 to 120",45,41947,35233,485,76404,1260,1,1343,73285,3984,443,18004,59429,0,232,76174,17579,121,296,5,8623,8911,166,17700,258,429,3880,4789,3048,2525,1714,801,402,141,14,"0 to 103","34",3964,2278,2649,8809,2304,3569,11827,1081,50,553,39,5,80,18001,9076,8751,17699,301,1,161204,951,180370,162155,18001,704,12877,0,13581,5.18,193951,18705,72306,91246,"6.9",9.6,24.1,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","YES","YES","decreased by","decreased by","decreased by","decreased by","17.3","32.4","8","22","%","%","%","%",120,10,85,1131,592,7,4,0.5,16630,80,1371,0,1001,49,5,0,"24"
44,49,97,"OSCEOLA","Osceola","Osceola","Osceola County","FL",338619,16811,239,500,1504,2699,2564,2767,2633,1920,957,338,690,"0 to 155",47,9215,7498,98,16715,96,0,1127,14057,2026,225,4167,12580,2,62,16652,4057,42,66,2,2066,2004,29,4099,64,145,644,1026,742,698,438,238,138,32,2,"0 to 102","37",1319,218,1195,1367,1675,714,1710,450,9,221,7,2,31,4167,2051,2086,4099,68,0,32093,27,36358,32120,4167,145,2683,0,2828,5.13,39186,4312,15263,19639,"5.8",11,25.6,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","decreased by","14","10.3","8.2","14.9","%","%","%","%",11,9,33,459,228,12,6,0.8,3861,31,306,0,271,15,0,0,"9"
6,50,99,"PALM BEACH","Palm Beach","Palm Beach","Palm Beach County","FL",1446277,81172,1300,2024,6941,10664,10247,11471,13285,11428,7922,4280,1610,"0 to 119",52,44050,36808,314,80322,848,2,3879,69516,12648,437,21027,59779,181,185,79961,20630,181,201,6,10421,10327,63,20811,362,759,3060,3985,3470,3082,2640,1601,1137,909,13,"0 to 105","41",7858,3327,2913,6713,6120,7595,7096,2825,42,2046,27,14,606,21018,10438,10514,20809,207,2,162104,636,184077,162740,21018,1726,41230,0,42956,4.02,227033,22744,101009,124128,"8.6",10,28,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","21.1","34.8","20.2","3.6","%","%","%","%",713,251,620,2867,2073,14,10,2.9,19847,594,1171,12,1510,106,35,2,"367"
8,51,101,"PASCO","Pasco","Pasco","Pasco County","FL",510593,17278,339,442,1641,2319,2408,2727,2862,2440,1457,613,30,"0 to 119",50,9795,7392,91,17193,85,0,721,14471,2531,150,3881,13350,2,45,17146,3778,77,19,1,1921,1897,37,3855,67,112,672,760,632,600,461,332,169,69,1,"0 to 99","39",2070,246,353,1186,643,1824,1388,440,8,259,4,1,28,3875,1906,1932,3855,20,0,42211,65,46180,42276,3875,91,4613,0,4704,1.93,50884,3966,17963,21982,"4.3",7.8,23,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","YES","NO","NO","increased by","decreased by","increased by","decreased by","4.6","6","13.8","18","%","%","%","%",77,13,29,448,263,12,7,0.7,3748,28,127,0,267,29,4,0,"107"
34,52,103,"PINELLAS","Pinellas","Pinellas","Pinellas County","FL",957875,45875,477,747,3676,6343,5441,6562,8319,7309,4474,2434,93,"0 to 120",54,26217,19520,138,45520,355,0,3231,38659,8979,431,10846,34980,1,48,45471,10579,181,77,7,5751,4947,62,10760,142,353,1737,2428,1463,1468,1347,850,614,430,12,"0 to 104","39",4705,1910,556,3589,800,5761,4199,1203,20,907,18,2,229,10844,4995,5787,10760,84,0,108877,268,120063,109145,10844,376,17458,2,17836,2.11,137899,11220,52438,63711,"6.7",8.1,24.5,"2020-07-05 05:00:00","2020-07-11 05:00:00","YES","YES","NO","NO","decreased by","decreased by","decreased by","decreased by","3","40.8","5.5","22.6","%","%","%","%",818,162,231,1223,925,12,9,2.1,10596,229,248,0,671,41,5,0,"27"
43,53,105,"POLK","Polk","Polk","Polk County","FL",668671,24513,587,750,2313,3586,3476,3545,3658,3341,2047,876,334,"0 to 119",48,13743,10565,205,24407,106,0,871,21114,3173,167,7248,17239,1,25,24381,6542,677,22,5,3737,3450,32,7219,129,282,1112,1468,1318,1061,805,552,321,197,1,"0 to 103","39",3254,1128,601,2236,1717,2781,2721,943,10,577,5,1,140,7246,3461,3753,7219,27,0,55430,77,62825,55507,7246,143,3514,0,3657,3.91,66482,7389,20753,28170,"4.2",11.1,30.1,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","2.6","22.6","21","15.8","%","%","%","%",410,74,141,953,582,14,9,1.9,6983,138,263,2,583,42,7,0,"240"
2,54,107,"PUTNAM","Putnam","Putnam","Putnam County","FL",72766,3934,83,159,421,590,501,600,636,455,312,164,13,"0 to 118",48,2382,1487,65,3926,8,0,120,3494,583,22,738,3193,1,2,3923,409,329,0,0,364,344,30,738,14,67,133,136,111,97,79,52,33,14,2,"0 to 100","36",345,220,60,113,119,489,130,107,0,52,0,0,7,738,344,364,738,0,0,7786,8,8537,7794,738,6,315,0,321,1.87,8858,744,3508,4255,"5.8",8.4,18.9,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","decreased by","decreased by","14.3","24.5","8.7","31.7","%","%","%","%",5,3,7,107,52,15,8,0.9,695,7,43,0,105,8,0,0,"64"
67,55,109,"ST. JOHNS","St. Johns","St. Johns","St. Johns County","FL",235503,11748,173,301,1182,1325,1701,1939,2026,1741,927,415,18,"0 to 119",51,6392,5160,196,11704,44,0,464,10095,1224,206,1844,9830,11,63,11631,1668,150,21,4,906,884,28,1818,24,45,460,291,249,292,261,130,65,25,1,"0 to 98","39",1016,90,82,630,109,1004,705,162,4,99,5,0,12,1843,896,919,1818,25,0,25138,17,27026,25155,1843,207,3825,3,4035,5.13,31061,2050,13655,15783,"6.7",6.6,17.4,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","7.7","18","10.7","17.9","%","%","%","%",2,1,12,166,104,10,6,0.7,1788,12,55,0,141,5,1,7,"4"
7,56,111,"ST. LUCIE","St. Lucie","St. Lucie","St. Lucie County","FL",305591,12579,235,300,1005,1623,1637,1962,2100,1864,1197,619,37,"0 to 119",52,7237,5054,288,12429,150,0,703,10130,2299,92,2862,9492,7,218,12204,2747,98,17,0,1528,1285,32,2845,52,107,405,515,459,483,355,250,140,90,6,"0 to 104","42",964,478,265,1138,568,982,1295,306,1,243,2,1,62,2862,1294,1536,2845,17,0,25235,129,28248,25364,2862,89,2634,1,2724,3.27,30972,2951,12126,15303,"5",9.5,23.5,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","decreased by","12","0.6","27.5","10.2","%","%","%","%",77,34,63,307,245,11,9,2.2,2739,61,123,1,229,11,6,0,"48"
50,57,113,"SANTA ROSA","Santa Rosa","Santa Rosa","Santa Rosa County","FL",170442,8185,252,314,945,1125,1116,1226,1279,1093,575,250,10,"0 to 119",48,4500,3641,44,8114,71,0,236,7020,869,115,1332,6852,0,1,8113,1263,58,10,0,650,657,14,1321,17,30,404,241,160,195,141,76,43,24,0,"0 to 101","33",868,80,30,343,37,902,382,64,0,70,1,0,11,1331,661,656,1321,10,0,15768,60,17168,15828,1331,21,760,0,781,2.69,17949,1352,7612,8966,"5.3",7.5,16.5,"2020-07-05 05:00:00","2020-07-11 05:00:00","NO","NO","NO","NO","increased by","decreased by","increased by","decreased by","14.3","8.2","16.3","23.9","%","%","%","%",21,0,11,64,71,5,6,0.8,1142,11,189,0,112,6,4,0,"121"
