"OBJECTID","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRange","PUIAgeMedian","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRes","PUIFLResOut","PUIContNo","PUIContUnkn","PUITravelNo","PUITravelYes","TPositive","TNegative","TInconc","TPending","T_Total_Res","T_LabPrivate_Res","T_LabDOH_Res","T_LabPrivate_NonRes","T_LabDOH_NonRes","C_Female","C_Male","C_SexUnkn","C_AllResTypes","C_Age_0_4","C_Age_5_14","C_Age_15_24","C_Age_25_34","C_Age_35_44","C_Age_45_54","C_Age_55_64","C_Age_65_74","C_Age_75_84","C_Age_85plus","C_Age_Unkn","C_AgeRange","C_AgeMedian","C_RaceWhite","C_RaceBlack","C_RaceOther","C_RaceUnknown","C_HispanicYES","C_HispanicNO","C_HispanicUnk","C_EDYes_Res","C_EDYes_NonRes","C_HospYes_Res","C_HospYes_NonRes","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFLRes","T_total","T_negative","T_positive","Deaths","EverMon","MonNow","Chart_MedAge","Antibody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Metrics_WeekStart","Metrics_WeekEnd","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","Last7Days_Cases","Last7DaysPrev_Cases","Delta7Days","Delta7Days_Pct","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","RankCases_30Days","Deaths_Yesterday","C_DeltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths"
46,36,71,"LEE","Lee","Lee","Lee County","FL",718679,26935,314,410,1867,3121,3302,3788,4594,4815,3212,1451,61,"0 to 119",56,15518,11187,230,25978,956,1,579,23969,2520,172,3475,23437,1,22,25956,3228,164,78,5,1794,1593,5,3392,46,86,407,567,534,538,467,350,255,225,0,"0 to 101","46",2027,489,98,778,1096,1495,801,811,15,517,13,4,139,3475,1639,1829,3391,83,1,41631,873,45989,42504,3475,139,2504,895,54,214,4936,1,5151,4.15,3689,28373,32086,"4.5",7.2,13.7,"2020-06-07","2020-06-13","NO","NO","NO","YES","increased by","increased by","increased by","increased by","27.8","18.2","55.2","23.5","%","%","%","%",233,93,913,380,533,"140.3",143,826,530,23.8,15.3,4.1,3354,4,138,121,1,140,24,7,0
10,37,73,"LEON","Leon","Leon","Leon County","FL",288102,12894,188,300,1513,2115,1903,1988,2110,1729,675,342,31,"0 to 119",47,6684,6078,132,12659,234,1,176,12116,556,89,508,12355,3,28,12629,466,10,31,1,253,223,0,476,3,14,146,97,66,68,66,34,10,4,0,"0 to 91","34",164,261,15,36,25,407,44,87,11,44,9,7,8,508,239,269,475,32,1,21436,202,22151,21638,508,8,743,324,43,45,1292,0,1337,3.37,553,13647,14231,"4.9",2.4,4.3,"2020-06-07","2020-06-13","NO","NO","YES","YES","decreased by","increased by","decreased by","increased by","12.5","69.2","6.9","41.6","%","%","%","%",18,2,45,29,16,"55.2",15,98,53,19.3,10.4,3,495,4,8,13,0,18,2,0,0
28,38,75,"LEVY","Levy","Levy","Levy County","FL",39961,1721,26,27,163,223,189,229,333,264,187,79,1,"0 to 118",55,1001,703,17,1720,1,0,23,1471,293,3,137,1584,0,0,1720,134,3,0,0,45,92,0,137,1,1,28,35,26,12,19,8,4,3,0,"3 to 99","36",40,8,81,8,82,47,8,12,0,7,0,0,1,137,92,45,137,0,0,2620,1,2760,2621,137,1,211,161,53,3,113,0,116,2.59,140,1697,1837,"4.6",4.9,8.1,"2020-06-07","2020-06-13","NO","NO","NO","NO","increased by","increased by","increased by","increased by","200","500","51.9","36.4","%","%","%","%",2,1,36,56,-20,"-35.7",1,12,7,8.8,5.1,0.7,132,8,1,5,0,1,1,0,0
13,39,77,"LIBERTY","Liberty","Liberty","Liberty County","FL",8365,2215,3,4,157,690,561,398,268,93,28,5,8,"0 to 92",38,168,2038,9,2215,0,0,1,2000,84,0,220,1995,0,0,2215,217,3,0,0,5,215,0,220,0,0,13,58,54,54,36,5,0,0,0,"20 to 73","41",115,97,5,3,7,132,81,5,0,1,0,0,1,220,215,5,220,0,0,2075,0,2297,2075,220,1,39,14,49,1,9,0,10,10,221,2004,2225,"26.6",9.6,10,"2020-06-07","2020-06-13","YES","YES","YES","YES","did not change","did not change","decreased by","decreased by","","","80","54","","","%","%",0,0,2,0,2,"",1,5,1,2.3,0.5,0.5,220,8,1,0,0,0,0,0,1
12,40,79,"MADISON","Madison","Madison","Madison County","FL",18474,1050,43,34,88,114,132,141,158,177,107,49,7,"0 to 99",52,669,374,7,1027,23,0,26,898,240,15,98,950,1,1,1025,48,46,4,0,57,37,0,94,3,1,10,6,16,10,25,11,5,11,0,"0 to 98","55",28,53,8,5,6,74,14,19,0,4,0,1,3,98,38,60,94,4,0,1489,19,1608,1508,98,3,191,88,56,0,45,0,45,0,98,995,1095,"5.9",5.9,9.3,"2020-06-07","2020-06-13","NO","NO","NO","YES","increased by","increased by","increased by","increased by","3","200","300","173","case","%","%","%",3,3,20,4,16,"400",4,19,4,19.4,4.1,4.1,93,2,3,5,0,4,0,0,0
21,41,81,"MANATEE","Manatee","Manatee","Manatee County","FL",373853,15819,266,331,903,1478,1641,2058,2974,3280,2036,749,103,"0 to 119",59,9027,6487,305,15569,250,0,718,14365,1425,46,1649,14166,4,0,15565,1576,59,14,0,883,750,2,1635,31,65,162,249,255,243,227,174,151,92,0,"0 to 101","47",1041,225,154,215,560,805,270,175,2,244,2,2,124,1649,756,891,1635,14,0,28708,236,30605,28944,1649,124,310,212,57,110,2791,0,2901,3.79,1759,16957,18720,"5",5.2,11.1,"2020-06-07","2020-06-13","NO","YES","NO","YES","increased by","decreased by","increased by","increased by","18.8","13.2","34.8","75.8","%","%","%","%",129,77,317,164,153,"93.3",126,177,246,10.7,14.9,7.6,1548,1,122,101,2,79,1,2,0
24,42,83,"MARION","Marion","Marion","Marion County","FL",348371,14472,158,199,894,1622,1652,2103,2506,2753,1818,741,26,"0 to 168",57,8883,5527,62,14445,27,0,4234,9771,3149,144,365,13593,0,514,13932,338,22,4,1,199,159,2,360,7,9,38,59,60,58,67,37,22,8,0,"0 to 97","46",250,72,19,19,67,274,19,69,3,46,0,0,10,365,160,203,360,5,0,19381,21,19775,19402,365,10,461,296,51,44,1486,0,1530,2.88,409,15079,16002,"4.6",1.9,2.8,"2020-06-07","2020-06-13","YES","YES","NO","YES","decreased by","decreased by","decreased by","increased by","4.8","29","11.8","22.9","%","%","%","%",10,3,56,29,27,"93.1",10,72,46,19.7,12.6,2.7,345,1,8,20,2,6,0,0,0
19,43,85,"MARTIN","Martin","Martin","Martin County","FL",157581,7463,144,173,537,756,856,965,1349,1343,944,374,22,"0 to 100",57,3660,3337,466,7369,94,0,308,6423,1069,75,1421,6024,1,17,7352,1395,12,14,0,637,762,8,1407,50,78,215,255,261,243,158,68,56,35,2,"0 to 99","38",473,58,485,391,777,313,317,225,2,137,1,1,19,1421,771,642,1407,14,0,12486,78,13993,12564,1421,19,96,85,55,77,2063,0,2140,3.6,1498,8087,9603,"6.1",9.3,20.1,"2020-06-07","2020-06-13","NO","NO","NO","NO","increased by","increased by","increased by","increased by","28.6","17.4","2.4","63.6","%","%","%","%",32,7,366,236,130,"55.1",20,227,138,16,9.7,1.4,1324,1,19,97,0,97,8,0,0
49,44,87,"MONROE","Monroe","Monroe","Monroe County","FL",76325,3570,27,55,219,427,476,611,778,576,291,108,2,"0 to 101",54,1888,1673,9,3493,77,0,1197,1995,786,119,150,3308,0,112,3390,118,20,8,4,65,73,0,138,0,6,8,16,19,23,24,25,17,12,0,"5 to 100","55",103,6,1,28,34,71,33,19,3,13,2,0,4,150,80,70,138,12,0,4297,55,4502,4352,150,4,484,206,49,87,2106,0,2193,3.97,237,5414,5763,"7.6",3.5,6.6,"2020-06-07","2020-06-13","NO","NO","NO","YES","decreased by","did not change","increased by","increased by","20","","500","633.6","%","","%","%",20,1,25,11,14,"127.3",4,22,15,14.7,10,2.7,146,7,4,4,0,5,1,0,0
54,45,89,"NASSAU","Nassau","Nassau","Nassau County","FL",80578,3253,46,52,227,330,371,447,624,599,382,171,4,"0 to 103",57,1752,1306,195,3144,109,0,46,3137,74,32,101,3151,0,1,3143,79,14,6,2,46,47,0,93,2,1,14,19,17,12,11,15,7,3,0,"1 to 89","44",72,14,2,5,1,87,5,28,1,16,0,0,1,101,50,51,93,8,0,5319,101,5522,5420,101,1,90,84,49,14,498,0,512,2.73,115,3649,3765,"4.7",1.9,3.5,"2020-06-07","2020-06-13","NO","YES","NO","YES","increased by","decreased by","increased by","increased by","3","50","33.3","15.6","case","%","%","%",7,1,13,4,9,"225",1,29,16,28.7,15.8,1,97,2,1,4,0,3,0,0,0
