"OBJECTID_1","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRang","PUIAgeMedi","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRe","PUIFLResOu","PUIContNo","PUIContUnk","PUITravelN","PUITravelY","TPositive","TNegative","TInconc","TPending","T_Total_Re","T_LabPriva","T_LabDOH_R","T_LabPri_1","T_LabDOH_N","C_Female","C_Male","C_SexUnkn","C_AllResTy","C_Age_0_4","C_Age_5_14","C_Age_15_2","C_Age_25_3","C_Age_35_4","C_Age_45_5","C_Age_55_6","C_Age_65_7","C_Age_75_8","C_Age_85pl","C_Age_Unkn","C_AgeRange","C_AgeMedia","C_RaceWhit","C_RaceBlac","C_RaceOthe","C_RaceUnkn","C_Hispanic","C_Hispan_1","C_Hispan_2","C_EDYes_Re","C_EDYes_No","C_HospYesRES","C_HospYesNONRES","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFL","T_total","T_negative","T_positive","Anitbody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Tests_AllSources","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Start","End","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_deltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths","C_Delta2"
47,11,21,"COLLIER","Collier","Collier","Collier County","FL",363922,19245,479,761,2039,2340,2473,2551,2770,2884,2185,725,38,"0 to 105",50,10257,8862,126,18876,369,0,643,15171,3820,178,5785,13324,3,133,18740,5343,344,74,16,2833,2825,29,5687,168,307,1059,957,977,849,679,394,271,116,0,"0 to 101","38",2619,272,419,2377,2363,1122,2202,635,21,418,11,6,91,5777,2879,2869,5687,90,0,34497,279,40585,34776,5777,299,9723,1,10023,2.98,50608,6076,23047,29268,"8",12,31.6,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","12.1","12.6","2.3","8","%","%","%","%",53,38,97,656,429,12,8,1.7,5577,85,200,6,675,36,18,0,"7"
16,12,23,"COLUMBIA","Columbia","Columbia","Columbia County","FL",69105,3622,100,113,264,446,453,474,696,567,296,204,9,"0 to 119",54,2046,1483,93,3605,17,0,294,3052,511,16,433,3186,0,3,3602,387,42,4,0,215,214,0,429,19,23,51,82,62,59,67,39,22,9,0,"0 to 97","41",202,152,54,21,59,345,25,12,0,49,0,0,4,433,217,216,429,4,0,6623,13,7074,6636,433,10,190,0,200,5,7274,443,3376,3822,"5.5",6.1,12.2,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","23.1","2.9","154.1","74.8","%","%","%","%",19,0,4,12,49,3,12,0.9,421,4,12,0,52,0,0,0,"39"
48,13,25,"DADE","Dade","Miami-Dade","Miami-Dade County","FL",2715516,194286,2271,3648,16990,32391,31380,35151,32031,21181,11870,6693,680,"0 to 225",47,100858,92237,1191,192704,1581,1,4788,173883,21172,1045,58347,135664,97,178,192431,56724,996,611,10,28827,28782,111,57720,713,1474,7010,11275,9810,10414,8145,4863,2754,1807,76,"0 to 108","43",23007,6644,2087,25982,23737,8239,25744,7818,53,4330,31,15,1118,58341,29098,29109,57719,621,1,337672,959,397583,338631,58341,2750,41893,2,44645,6.16,442228,61091,177557,238931,"8.8",13.8,31.4,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","30.3","0.5","68.6","31.3","%","%","%","%",943,505,1133,7871,4361,14,8,1.9,55961,1092,2380,26,3086,310,47,11,"1226"
58,14,27,"DESOTO","Desoto","Desoto","Desoto County","FL",36399,2918,81,150,279,419,427,499,528,301,159,71,4,"0 to 102",47,1224,1565,129,2908,10,0,111,2012,798,14,809,2102,0,7,2901,681,128,0,0,371,435,3,809,29,79,118,165,140,114,96,49,10,9,0,"0 to 92","35",588,84,29,108,492,201,116,132,0,79,0,0,11,809,435,371,809,0,0,4850,10,5675,4860,809,7,137,0,144,4.86,5819,816,2239,3062,"8.4",14,28,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","60","30","21.5","1.5","%","%","%","%",1,0,11,132,79,17,10,1.4,799,11,10,0,130,6,3,0,"22"
26,15,29,"DIXIE","Dixie","Dixie","Dixie County","FL",16437,855,21,27,74,94,141,109,141,133,73,41,1,"0 to 118",52,507,332,16,855,0,0,15,710,129,2,103,752,0,0,855,87,16,0,0,54,48,1,103,0,3,17,10,16,12,14,17,10,4,0,"6 to 91","50",78,15,0,10,0,92,11,23,0,14,0,0,4,103,48,54,103,0,0,1508,0,1611,1508,103,0,25,0,25,0,1636,103,777,880,"5.4",6.3,12,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","increased by","5","6","250","236.4"," cases"," cases","%","%",0,0,4,23,14,23,14,3.9,95,4,8,0,9,0,0,0,"3"
36,16,31,"DUVAL","Duval","Duval","Duval County","FL",924229,57957,938,1380,6151,10255,8662,8763,9605,6866,3457,1750,130,"-6 to 119",46,31680,25479,798,57283,674,0,1139,53206,3671,230,11775,46077,12,93,57182,10844,786,130,12,6043,5511,76,11630,138,394,2121,3077,2035,1608,1231,676,298,189,5,"0 to 102","35",3040,3419,1028,4143,1074,5523,5033,680,22,401,11,3,74,11772,5586,6107,11630,142,0,119247,528,131735,119775,11772,317,5163,4,5484,5.78,137219,12089,51240,63441,"6.9",8.8,20.9,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","did not change","decreased by","increased by","increased by","","18.4","32.6","32.9","","%","%","%",318,35,77,702,412,6,4,0.7,11028,74,744,0,767,27,6,0,"59"
63,17,33,"ESCAMBIA","Escambia","Escambia","Escambia County","FL",311522,20199,478,536,1987,2836,2392,2697,3563,2967,1711,983,49,"0 to 119",52,12049,8097,53,17124,3075,0,444,18638,1566,103,3485,16702,2,10,17112,2898,76,511,0,1628,1339,7,2974,41,104,705,689,466,412,406,285,231,146,0,"0 to 105","37",1404,843,98,629,111,2038,825,314,2,170,1,3,53,3485,1549,1929,2974,511,0,34712,2564,40774,37276,3485,25,907,0,932,2.68,41706,3510,17609,21131,"6.8",8.4,17.4,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","108.1","82.4","124.9","30.4","%","%","%","%",123,35,56,316,171,10,5,1.6,3332,52,153,1,227,18,5,0,"24"
59,18,35,"FLAGLER","Flagler","Flagler","Flagler County","FL",107139,4207,54,47,242,434,490,595,815,806,501,217,6,"0 to 119",58,2453,1692,62,4168,39,0,168,3737,371,47,456,3746,0,5,4163,384,63,9,0,251,187,9,447,6,9,57,77,49,69,81,68,32,8,0,"1 to 94","50",272,58,78,39,60,331,56,70,4,41,2,1,5,456,192,255,447,9,0,9185,30,9676,9215,456,32,943,0,975,3.28,10651,488,4689,5182,"4.8",4.6,11.6,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","40","27.3","32.8","7.8","%","%","%","%",1,0,6,74,43,17,10,1.3,434,5,22,0,23,4,0,0,"8"
65,19,37,"FRANKLIN","Franklin","Franklin","Franklin County","FL",11736,522,4,8,28,39,43,58,122,130,74,16,0,"0 to 95",62,302,218,2,518,4,0,10,473,31,11,25,496,0,1,517,21,3,1,0,18,6,0,24,0,1,1,5,3,2,5,4,3,1,0,"9 to 85","57",17,3,0,4,0,20,4,3,0,0,0,0,0,25,6,19,24,1,0,1433,3,1461,1436,25,1,314,0,315,0.32,1776,26,810,837,"7.1",1.5,5,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","increased by","increased by","increased by","decreased by","2","3","60","74.8"," cases"," cases","%","%",0,0,0,3,0,12,0,0,24,0,1,0,1,0,0,0,"0"
9,20,39,"GADSDEN","Gadsden","Gadsden","Gadsden County","FL",46017,3148,57,112,251,523,539,549,484,396,152,83,2,"0 to 119",46,2140,997,11,3130,17,1,53,2763,463,20,528,2618,1,1,3129,512,12,4,0,339,185,0,524,8,26,54,99,115,95,55,40,24,12,0,"0 to 98","41",181,207,28,108,77,316,131,107,0,73,0,0,7,528,185,343,523,4,1,6175,13,6728,6188,528,9,103,0,112,8.04,6840,537,2721,3260,"7.1",7.9,17.1,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","decreased by","decreased by","increased by","increased by","25","14.3","62.5","9.1","%","%","%","%",0,4,7,107,73,21,14,1.3,495,7,33,0,49,3,1,0,"109"
1,21,41,"GILCHRIST","Gilchrist","Gilchrist","Gilchrist County","FL",17615,819,18,23,96,106,117,126,122,103,72,36,0,"0 to 118",49,453,357,9,819,0,0,19,681,177,3,133,686,0,0,819,112,21,0,0,38,95,0,133,5,6,22,22,23,24,20,7,4,0,0,"0 to 83","39",95,14,15,9,29,90,14,8,0,1,0,0,0,133,95,38,133,0,0,2479,0,2615,2479,133,3,58,0,61,4.92,2676,136,744,880,"5",5.1,16.6,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","YES","YES","decreased by","decreased by","decreased by","increased by","87.5","77.8","5","25","%","%","%","%",0,0,0,8,1,7,1,0,129,0,4,0,18,0,0,0,"34"
55,22,43,"GLADES","Glades","Glades","Glades County","FL",13363,370,8,15,50,77,76,45,34,32,26,6,1,"1 to 90",39,179,190,1,370,0,0,37,199,184,0,196,174,0,0,370,194,2,0,0,78,118,0,196,5,4,33,54,51,27,14,5,2,1,0,"1 to 89","36",147,28,11,10,115,68,13,27,0,19,0,0,1,196,118,78,196,0,0,555,0,752,555,196,2,13,0,15,13.33,767,198,187,385,"2.9",25.8,53.5,"2020-06-28 05:00:00","2020-07-04 05:00:00","YES","YES","NO","NO","did not change","did not change","decreased by","decreased by","","","60","53","","","%","%",0,0,1,27,19,14,10,0.5,189,1,7,0,13,1,0,0,"104"
38,23,45,"GULF","Gulf","Gulf","Gulf County","FL",16055,705,13,20,60,72,72,121,138,123,66,20,0,"0 to 94",54,399,303,3,646,59,0,33,590,103,16,79,626,0,0,646,71,3,5,0,32,42,0,74,1,3,18,11,12,20,10,3,0,1,0,"2 to 89","42",50,18,2,4,12,58,4,15,1,5,1,0,0,79,46,33,74,5,0,2033,54,2168,2087,79,0,45,0,45,0,2213,79,671,750,"4.7",3.6,11.2,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","decreased by","did not change","increased by","decreased by","50","","92.3","37.5","%","","%","%",0,0,0,16,6,21,8,0,66,0,13,0,4,0,0,0,"1"
14,24,47,"HAMILTON","Hamilton","Hamilton","Hamilton County","FL",14269,2097,26,39,184,553,422,333,248,174,72,42,4,"0 to 118",40,514,1560,23,2091,6,0,48,1895,414,6,412,1684,0,1,2090,400,9,2,1,122,287,0,409,15,22,54,104,73,69,52,17,6,0,0,"0 to 84","36",163,209,34,3,67,195,147,55,1,15,0,0,2,412,289,123,409,3,0,2712,3,3129,2715,412,1,33,0,34,2.94,3163,413,1717,2131,"14.9",13.1,19.7,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","decreased by","increased by","increased by","decreased by","75","10","61.8","5.1","%","%","%","%",0,0,2,56,15,14,4,0.5,409,2,3,0,52,8,0,0,"221"
23,25,49,"HARDEE","Hardee","Hardee","Hardee County","FL",27228,1454,58,125,212,267,188,181,173,147,76,27,0,"0 to 94",38,787,638,29,1446,8,0,71,689,657,14,595,858,0,1,1445,410,179,5,1,304,279,6,589,21,63,102,128,90,74,46,45,21,5,0,"0 to 86","32",436,66,53,34,406,152,31,89,3,51,3,1,4,595,283,306,589,6,0,2560,2,3158,2562,595,7,44,0,51,13.73,3209,602,902,1505,"5.5",18.8,41.4,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","decreased by","decreased by","decreased by","increased by","66.7","60","20.7","15.2","%","%","%","%",9,1,5,92,54,16,10,0.8,548,3,47,1,109,8,0,0,"2"
60,26,51,"HENDRY","Hendry","Hendry","Hendry County","FL",40127,2987,102,144,408,555,487,429,372,225,149,109,7,"0 to 104",40,1466,1503,18,2985,2,0,273,1733,1113,6,1148,1838,0,1,2984,1101,45,0,0,478,660,8,1146,32,58,178,261,220,175,104,62,35,21,0,"0 to 101","37",921,117,37,71,810,281,55,188,0,99,0,0,28,1146,660,478,1146,0,0,4794,2,5950,4796,1146,8,112,0,120,6.67,6070,1154,1950,3107,"7.7",19,38.6,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","YES","NO","NO","did not change","decreased by","increased by","increased by","","43.8","5.7","27.1","","%","%","%",10,18,28,188,99,17,9,2.4,1135,27,11,1,123,6,0,0,"44"
33,27,53,"HERNANDO","Hernando","Hernando","Hernando County","FL",182696,4548,78,78,409,619,550,673,786,633,449,269,4,"0 to 102",53,2691,1834,23,4526,22,0,228,3726,749,53,767,3779,0,2,4524,606,152,7,1,370,387,1,758,11,18,127,147,104,121,103,82,37,16,0,"0 to 96","41",514,52,54,138,105,422,231,141,2,66,2,1,6,766,389,376,758,8,0,11677,14,12459,11691,766,20,886,0,906,2.21,13365,786,4665,5454,"3",5.9,17.3,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","increased by","increased by","increased by","24.4","8","20.4","18.1","%","%","%","%",14,0,7,143,68,19,9,0.9,708,6,58,0,43,2,0,0,"8"
45,28,55,"HIGHLANDS","Highlands","Highlands","Highlands County","FL",102101,4106,74,69,220,444,382,486,650,749,652,360,20,"0 to 119",61,2471,1595,40,4040,66,0,100,3633,429,33,488,3611,1,6,4033,438,47,3,0,262,222,1,485,14,14,56,74,66,74,86,52,46,6,0,"0 to 95","48",271,88,72,54,163,263,59,115,2,81,1,0,13,488,225,262,485,3,0,9978,63,10547,10041,488,19,319,0,338,5.62,10885,507,3930,4444,"4.4",4.7,12.3,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","decreased by","increased by","decreased by","increased by","4.5","2.4","9.6","0.4","%","%","%","%",14,0,13,117,82,24,17,2.7,473,12,15,1,33,2,0,0,"15"
20,29,57,"HILLSBOROUGH","Hillsborough","Hillsborough","Hillsborough County","FL",1378883,67454,1600,2064,7304,11395,9902,10247,10472,7919,4221,1950,380,"0 to 119",46,37870,29081,503,67010,444,0,1288,61497,4687,341,17663,49619,22,150,66838,17208,354,97,3,9154,8207,201,17562,369,674,3350,4253,2736,2465,1796,934,519,298,268,"0 to 104","35",5321,2158,1957,8126,3579,4790,9193,1331,12,789,9,3,186,17662,8253,9208,17562,100,0,139265,344,157409,139609,17662,342,11939,1,12282,2.78,169691,18004,61558,79736,"5.8",10.6,26.7,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","decreased by","decreased by","did not change","increased by","20.3","11","","11.3","%","%","","%",560,92,189,1343,798,8,5,1.1,16666,182,996,4,1408,79,9,0,"13"
18,30,59,"HOLMES","Holmes","Holmes","Holmes County","FL",19430,977,15,16,79,149,138,158,169,160,67,25,1,"0 to 119",51,467,494,16,963,14,0,10,762,223,9,223,754,0,0,963,190,28,3,2,39,178,1,218,2,0,23,64,54,36,20,15,5,4,0,"1 to 93","38",125,70,9,14,16,167,35,9,0,7,0,0,0,223,179,43,218,5,0,2496,9,2733,2505,223,1,43,0,44,2.27,2777,224,797,1021,"5.3",8.1,22.9,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","NO","increased by","increased by","decreased by","increased by","100","150","67.3","28.8","%","%","%","%",7,0,0,9,7,5,4,0,212,0,11,0,2,0,0,0,"144"
61,31,61,"INDIAN RIVER","Indian River","Indian River","Indian River County","FL",150984,6565,87,137,563,663,655,800,1016,1147,839,642,16,"0 to 119",58,3952,2577,36,6493,72,0,267,5280,1186,74,1113,5421,0,31,6464,1085,15,10,2,561,529,10,1100,21,63,216,187,158,144,107,91,74,50,1,"0 to 99","38",454,77,105,464,221,370,509,146,6,79,3,0,20,1112,537,565,1100,12,0,16373,58,17551,16431,1112,42,1500,0,1542,2.72,19093,1154,6921,8107,"5.4",6,17.6,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","26.3","41.4","10.1","36.1","%","%","%","%",48,4,20,152,82,14,8,1.8,1045,18,67,2,118,4,1,0,"1"
52,32,63,"JACKSON","Jackson","Jackson","Jackson County","FL",48472,3326,34,48,290,564,568,583,511,333,244,145,6,"0 to 105",47,1496,1741,89,3303,23,0,21,2665,516,36,560,2764,1,1,3301,507,40,8,1,164,381,2,547,6,10,61,112,114,112,81,37,17,6,0,"0 to 100","42",219,172,27,129,33,301,213,77,2,52,0,0,2,556,385,169,547,9,0,5489,14,6070,5503,556,18,96,0,114,15.79,6184,574,2860,3440,"7.1",9.3,17.3,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","YES","NO","YES","decreased by","did not change","increased by","increased by","33.3","","35.7","16","%","","%","%",19,0,2,79,52,15,10,0.4,517,2,39,0,27,4,0,0,"286"
11,33,65,"JEFFERSON","Jefferson","Jefferson","Jefferson County","FL",14105,626,14,15,36,58,84,87,124,121,67,19,1,"0 to 101",56,368,254,4,620,6,0,10,499,115,8,77,549,0,0,620,47,27,3,0,38,36,0,74,2,2,12,12,10,8,12,7,6,6,0,"0 to 95","48",37,27,7,3,9,59,6,13,2,10,0,0,4,77,39,38,74,3,0,1368,3,1449,1371,77,0,60,0,60,0,1509,77,609,686,"4.9",5.1,12.3,"2020-06-28 05:00:00","2020-07-04 05:00:00","NO","NO","NO","YES","increased by","increased by","decreased by","increased by","1","3","16.7","8.9"," case"," cases","%","%",0,4,4,15,10,20,13,5.2,72,4,5,0,8,1,2,0,"3"
