"OBJECTID","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRange","PUIAgeMedian","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRes","PUIFLResOut","PUIContNo","PUIContUnkn","PUITravelNo","PUITravelYes","TPositive","TNegative","TInconc","TPending","T_Total_Res","T_LabPrivate_Res","T_LabDOH_Res","T_LabPrivate_NonRes","T_LabDOH_NonRes","C_Female","C_Male","C_SexUnkn","C_AllResTypes","C_Age_0_4","C_Age_5_14","C_Age_15_24","C_Age_25_34","C_Age_35_44","C_Age_45_54","C_Age_55_64","C_Age_65_74","C_Age_75_84","C_Age_85plus","C_Age_Unkn","C_AgeRange","C_AgeMedian","C_RaceWhite","C_RaceBlack","C_RaceOther","C_RaceUnknown","C_HispanicYES","C_HispanicNO","C_HispanicUnk","C_EDYes_Res","C_EDYes_NonRes","C_HospYes_Res","C_HospYes_NonRes","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFLRes","T_total","T_negative","T_positive","Antibody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Metrics_WeekStart","Metrics_WeekEnd","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_DeltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths"
59,18,35,"FLAGLER","Flagler","Flagler","Flagler County","FL",107139,3974,44,38,203,388,464,564,785,783,487,212,6,"0 to 119",58,2333,1589,52,3936,38,0,117,3694,254,42,279,3694,0,1,3935,238,33,8,0,167,104,0,271,1,4,27,40,32,44,60,47,20,4,0,"1 to 94","53",171,43,50,7,39,220,12,43,3,29,2,1,5,279,108,171,271,8,0,7445,30,7757,7475,279,32,943,0,975,3.28,311,4637,4949,"4.6",3.6,7.8,"2020-06-14","2020-06-20","NO","YES","NO","YES","did not change","decreased by","increased by","increased by","","27.8","27.3","25.7","","%","%","%",1,0,6,46,31,16.5,11.1,2.2,274,5,5,0,6,0,0,0
65,19,37,"FRANKLIN","Franklin","Franklin","Franklin County","FL",11736,471,2,4,25,35,35,49,106,128,71,16,0,"0 to 95",63,263,205,3,467,4,0,9,456,9,7,6,464,0,1,466,4,1,1,0,4,1,0,5,0,0,0,2,0,0,1,2,1,0,0,"34 to 75","65",5,0,0,0,0,5,0,0,0,0,0,0,0,6,1,5,5,1,0,807,3,816,810,6,1,314,0,315,0.32,7,778,786,"6.7",0.6,1.5,"2020-06-14","2020-06-20","YES","YES","YES","YES","did not change","did not change","did not change","did not change","","","","","","","","",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
9,20,39,"GADSDEN","Gadsden","Gadsden","Gadsden County","FL",46017,2978,51,100,219,496,504,524,468,389,144,81,2,"0 to 119",47,2058,908,12,2960,17,1,42,2686,361,16,365,2609,1,3,2957,352,9,4,0,253,108,0,361,4,14,27,72,77,71,39,33,18,10,0,"0 to 98","43",138,152,17,54,41,252,68,76,0,60,0,0,7,365,108,257,360,4,1,5295,13,5679,5308,365,9,103,0,112,8.04,374,2712,3090,"6.7",6.5,12.6,"2020-06-14","2020-06-20","NO","NO","NO","YES","did not change","did not change","increased by","increased by","","","33.3","7.4","","","%","%",4,4,7,76,60,20.8,16.4,1.9,352,6,13,1,13,1,1,0
1,21,41,"GILCHRIST","Gilchrist","Gilchrist","Gilchrist County","FL",17615,770,16,16,88,102,109,116,118,99,70,36,0,"0 to 118",49,433,326,11,770,0,0,10,673,103,2,94,676,0,0,770,76,18,0,0,22,72,0,94,3,4,15,17,19,16,15,3,2,0,0,"0 to 83","38",65,10,15,4,25,62,7,4,0,0,0,0,0,94,72,22,94,0,0,2187,0,2284,2187,94,3,58,0,61,4.92,97,734,831,"4.7",4.1,12.6,"2020-06-14","2020-06-20","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","100","50","600","16.7","%","%","%","%",0,0,0,4,0,4.3,0,0,89,0,5,0,7,0,0,0
55,22,43,"GLADES","Glades","Glades","Glades County","FL",13363,318,4,12,40,67,68,35,32,30,23,6,1,"1 to 90",39,130,186,2,318,0,0,27,210,146,0,158,160,0,0,318,156,2,0,0,36,122,0,158,1,3,24,48,45,18,12,5,1,1,0,"3 to 89","36",122,18,4,14,102,42,14,18,0,14,0,0,1,158,122,36,158,0,0,454,0,612,454,158,2,13,0,15,13.33,160,173,333,"2.5",25.5,50.3,"2020-06-14","2020-06-20","YES","NO","NO","NO","decreased by","decreased by","increased by","increased by","100","75","100","258.3","%","%","%","%",0,0,1,18,14,11.4,8.9,0.6,154,1,4,0,5,0,0,0
38,23,45,"GULF","Gulf","Gulf","Gulf County","FL",16055,626,11,15,39,57,65,105,128,122,65,19,0,"0 to 94",56,367,256,3,569,57,0,19,583,65,13,22,604,0,0,569,16,3,3,0,10,9,0,19,0,1,3,2,2,6,5,3,0,0,0,"9 to 70","48",12,4,2,1,2,16,1,6,1,1,1,0,0,22,11,11,19,3,0,1335,54,1411,1389,22,0,45,0,45,0,22,649,671,"4.2",1.5,3.5,"2020-06-14","2020-06-20","YES","YES","YES","YES","did not change","did not change","did not change","decreased by","","","","48.5","","","","%",0,0,0,7,2,31.8,9.1,0,17,0,5,0,0,0,0,0
14,24,47,"HAMILTON","Hamilton","Hamilton","Hamilton County","FL",14269,2011,18,27,160,539,416,323,245,168,69,42,4,"0 to 118",41,457,1527,27,2005,6,0,36,1876,323,6,322,1688,0,1,2004,311,8,2,1,63,256,0,319,7,10,30,88,66,58,49,11,3,0,0,"0 to 84","39",140,145,30,4,51,120,148,36,1,10,0,0,2,322,258,64,319,3,0,2305,3,2631,2308,322,1,33,0,34,2.94,323,1721,2045,"14.3",12.1,16.1,"2020-06-14","2020-06-20","NO","YES","NO","NO","increased by","did not change","increased by","increased by","50","","88.9","22.3","%","","%","%",0,0,2,37,10,11.5,3.1,0.6,317,2,5,0,23,6,0,0
23,25,49,"HARDEE","Hardee","Hardee","Hardee County","FL",27228,1187,34,84,164,222,156,150,153,130,68,26,0,"0 to 94",40,654,517,16,1180,7,0,64,663,444,7,403,784,0,0,1180,383,15,5,0,200,197,1,398,12,37,64,91,65,52,33,30,14,5,0,"0 to 86","34",284,56,36,22,273,104,21,61,3,36,3,1,3,403,200,202,398,5,0,1954,2,2361,1956,403,7,44,0,51,13.73,410,828,1238,"4.5",17,34.5,"2020-06-14","2020-06-20","NO","YES","NO","NO","increased by","did not change","increased by","increased by","33.3","","88","113","%","","%","%",4,1,4,64,39,15.9,9.7,1,373,3,30,0,35,3,0,0
60,26,51,"HENDRY","Hendry","Hendry","Hendry County","FL",40127,2671,89,115,345,491,432,385,350,210,139,108,7,"0 to 119",41,1317,1345,9,2669,2,0,191,1741,869,4,895,1776,0,0,2669,852,43,0,0,365,530,0,895,26,38,130,205,181,135,84,47,29,20,0,"0 to 101","37",723,86,28,58,656,199,40,151,0,83,0,0,25,895,530,365,895,0,0,4021,2,4919,4023,895,8,112,0,120,6.67,903,1888,2791,"7",17.9,33.8,"2020-06-14","2020-06-20","YES","NO","NO","NO","decreased by","decreased by","increased by","increased by","16.7","8.3","35.7","49.7","%","%","%","%",8,18,25,151,83,16.9,9.3,2.8,851,24,44,1,60,1,0,0
33,27,53,"HERNANDO","Hernando","Hernando","Hernando County","FL",182696,4024,68,64,328,523,481,586,712,582,420,256,4,"0 to 102",54,2428,1575,21,4003,21,0,95,3622,298,45,312,3712,0,0,4003,235,70,6,1,154,151,0,305,4,9,53,62,46,47,43,31,13,4,0,"0 to 90","39",196,27,15,67,45,162,98,64,2,32,2,1,5,312,153,159,305,7,0,9248,14,9575,9262,312,20,886,0,906,2.21,332,4598,4930,"2.7",3.2,8.3,"2020-06-14","2020-06-20","NO","NO","NO","YES","decreased by","increased by","increased by","increased by","9.1","5.9","228.6","483.4","%","%","%","%",2,0,6,66,34,21.2,10.9,1.9,260,5,52,0,9,0,0,0
45,28,55,"HIGHLANDS","Highlands","Highlands","Highlands County","FL",102101,3967,62,62,201,426,383,466,627,729,632,359,20,"0 to 119",61,2371,1557,39,3901,66,0,70,3640,281,26,373,3587,0,7,3894,331,39,3,0,165,204,1,370,9,11,40,60,69,57,63,32,27,5,0,"0 to 91","44",186,56,48,80,108,172,90,65,1,57,1,0,11,373,207,165,370,3,0,7519,63,7961,7582,373,19,319,0,338,5.62,392,3906,4305,"4.2",4.7,9.9,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","28.6","33.3","89.3","50.9","%","%","%","%",11,0,11,66,58,17.7,15.5,2.9,284,11,89,0,9,1,0,0
20,29,57,"HILLSBOROUGH","Hillsborough","Hillsborough","Hillsborough County","FL",1378883,58737,1346,1653,5708,9436,8521,8950,9528,7519,4035,1862,179,"0 to 119",48,33422,25036,279,58308,429,0,883,55304,3000,319,9130,49484,23,100,58186,8856,191,80,3,4771,4254,22,9047,179,309,1804,2296,1391,1172,861,526,317,209,66,"0 to 104","34",2663,1311,1216,3857,1769,2844,4434,930,11,599,8,3,132,9130,4291,4817,9047,83,0,107021,345,116583,107366,9130,342,11939,1,12282,2.78,9472,61423,71019,"5.2",7.4,16.1,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","53.4","35.8","130.3","114.5","%","%","%","%",428,88,135,941,607,10.3,6.6,1.5,8018,132,1112,0,418,26,7,0
18,30,59,"HOLMES","Holmes","Holmes","Holmes County","FL",19430,910,12,13,72,134,129,147,161,157,63,21,1,"0 to 119",52,444,451,15,899,11,0,6,758,167,6,161,749,0,0,899,143,16,0,2,21,138,0,159,1,0,16,49,45,26,13,10,1,0,0,"1 to 79","38",92,57,5,5,11,123,25,7,0,5,0,0,0,161,139,22,159,2,0,2093,9,2265,2102,161,1,43,0,44,2.27,162,792,954,"4.9",7,17.8,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","100","1","333.3","481.1","%","case","%","%",0,0,0,7,5,4.3,3.1,0,150,0,11,0,1,0,0,0
61,31,61,"INDIAN RIVER","Indian River","Indian River","Indian River County","FL",150984,5909,68,91,423,566,560,710,943,1107,814,612,15,"0 to 119",60,3605,2278,26,5837,72,0,198,5029,754,65,620,5262,0,27,5812,594,14,10,2,319,286,3,608,8,30,108,108,91,83,49,58,51,32,2,"0 to 99","39",269,39,55,245,115,219,274,105,6,53,3,0,16,620,294,323,608,12,0,12776,58,13456,12834,620,42,1500,0,1542,2.72,662,6762,7451,"4.9",4.4,11.2,"2020-06-14","2020-06-20","NO","YES","NO","YES","increased by","decreased by","increased by","increased by","120","16.7","402.7","209.7","%","%","%","%",42,8,16,111,56,17.9,9,2.6,541,16,79,0,42,0,1,0
52,32,63,"JACKSON","Jackson","Jackson","Jackson County","FL",48472,3087,32,37,259,524,525,537,483,310,233,141,6,"0 to 105",48,1394,1601,92,3064,23,0,18,2626,346,30,353,2728,1,5,3058,306,38,8,1,87,257,0,344,3,8,35,85,80,65,54,16,6,1,0,"0 to 87","40",150,138,20,36,29,205,110,42,2,26,0,0,2,353,261,92,344,9,0,4690,14,5066,4704,353,18,96,0,114,15.79,371,2824,3201,"6.6",7.2,12,"2020-06-14","2020-06-20","YES","YES","NO","YES","did not change","did not change","increased by","decreased by","","","15.4","3","","","%","%",22,0,2,44,26,12.5,7.4,0.6,350,2,3,0,12,3,0,0
11,33,65,"JEFFERSON","Jefferson","Jefferson","Jefferson County","FL",14105,584,15,13,23,49,81,81,118,121,65,17,1,"0 to 101",57,349,229,6,579,5,0,7,491,87,7,45,537,0,2,577,22,21,2,0,26,17,0,43,2,1,3,5,8,4,7,7,4,4,0,"0 to 95","55",13,20,7,3,7,32,4,8,2,9,0,0,4,45,19,26,43,2,0,1106,3,1155,1109,45,0,60,0,60,0,45,597,644,"4.6",3.7,7.7,"2020-06-14","2020-06-20","YES","NO","NO","YES","did not change","increased by","increased by","increased by","","2","300","659","","case","%","%",0,4,4,10,9,22.2,20,8.9,41,4,4,0,4,1,2,0
37,34,67,"LAFAYETTE","Lafayette","Lafayette","Lafayette County","FL",8744,364,6,1,44,46,40,36,40,50,56,44,1,"0 to 119",57,231,126,7,364,0,0,12,331,23,1,31,333,0,0,364,25,6,0,0,15,16,0,31,1,1,4,8,2,4,4,4,1,2,0,"3 to 98","36",23,5,0,3,4,24,3,5,0,3,0,0,0,31,16,15,31,0,0,500,0,532,500,31,0,13,0,13,0,31,346,377,"4.3",5.7,8.5,"2020-06-14","2020-06-20","NO","YES","NO","NO","increased by","did not change","increased by","increased by","100","","100","54.5","%","","%","%",0,0,0,5,3,16.1,9.7,0,27,0,4,0,1,0,0,0
