"OBJECTID","DEPCODE","FIPS","COUNTYNAME","County_1","County2","County3","State","CountyPopulation","NumPeopleTested","Age_0_4","Age_5_14","Age_15_24","Age_25_34","Age_35_44","Age_45_54","Age_55_64","Age_65_74","Age_75_84","Age_85plus","Age_Unkn","PUIAgeRange","PUIAgeMedian","PUIFemale","PUIMale","PUISexUnkn","PUIFLRes","PUINotFLRes","PUIFLResOut","PUIContNo","PUIContUnkn","PUITravelNo","PUITravelYes","TPositive","TNegative","TInconc","TPending","T_Total_Res","T_LabPrivate_Res","T_LabDOH_Res","T_LabPrivate_NonRes","T_LabDOH_NonRes","C_Female","C_Male","C_SexUnkn","C_AllResTypes","C_Age_0_4","C_Age_5_14","C_Age_15_24","C_Age_25_34","C_Age_35_44","C_Age_45_54","C_Age_55_64","C_Age_65_74","C_Age_75_84","C_Age_85plus","C_Age_Unkn","C_AgeRange","C_AgeMedian","C_RaceWhite","C_RaceBlack","C_RaceOther","C_RaceUnknown","C_HispanicYES","C_HispanicNO","C_HispanicUnk","C_EDYes_Res","C_EDYes_NonRes","C_HospYes_Res","C_HospYes_NonRes","C_NonResDeaths","C_FLResDeaths","CasesAll","C_Men","C_Women","C_FLRes","C_NotFLRes","C_FLResOut","T_NegRes","T_NegNotFLRes","T_total","T_negative","T_positive","Antibody_Positive","Antibody_Negative","Antibody_Inconclusive","Antibody_tested","Antibody_PctPos","Postive_AllSources","Negative_Allsources","TestedPeople_AllSources","Percent_PopTest","Percent_PosTests","Percent_PositivePeople","Metrics_WeekStart","Metrics_WeekEnd","M_ILI","M_COVID","M_PosTests","M_PctPos","D_ILI","D_COVID","D_PosTests","D_PctPos","P_ILI","P_COVID","P_PosTests","P_PctPos","Text_ILI","Text_COVID","Text_PosTests","Text_PctPos","C_LTCF_Cases","C_LTCF_Deaths","ALL_DEATHS","ALL_ER","ALL_HOSPITAL","Perc_ER","Perc_Hosp","Perc_Died","Cases_Yesterday","Deaths_Yesterday","C_DeltaCases","C_DeltaDeaths","C_Pediatric_Cases","C_Pedia_ER","C_Pedia_Hosp","C_PrisonDeaths"
47,11,21,"COLLIER","Collier","Collier","Collier County","FL",363922,16590,352,620,1489,1888,2061,2158,2476,2725,2095,694,32,"0 to 105",53,8916,7599,75,16231,359,0,452,13645,2698,165,3375,13132,3,80,16148,3001,294,64,16,1590,1703,2,3295,90,191,542,539,595,481,413,247,190,87,0,"0 to 101","39",1826,165,282,1022,1698,754,843,437,20,296,11,6,65,3375,1750,1623,3295,80,0,26203,279,29872,26482,3375,256,8866,1,9123,2.81,3631,21998,25713,"7.1",9.3,21.9,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","52.7","10.9","26.6","39.3","%","%","%","%",32,35,71,457,307,13.5,9.1,2.1,3206,64,169,1,385,24,12,0
16,12,23,"COLUMBIA","Columbia","Columbia","Columbia County","FL",69105,3445,88,104,239,418,427,448,672,551,288,201,9,"0 to 119",54,1944,1401,100,3429,16,0,210,3062,327,16,233,3209,0,3,3426,195,35,3,0,115,115,0,230,7,14,24,53,33,36,37,17,7,5,0,"0 to 97","40",108,93,26,3,30,193,7,8,0,18,0,0,3,233,118,115,230,3,0,5061,13,5312,5074,233,10,168,0,178,5.62,243,3377,3623,"5.2",4.4,7.1,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","20","10.5","340","357.6","%","%","%","%",0,0,3,8,18,3.4,7.7,1.3,232,3,1,0,23,0,0,0
48,13,25,"DADE","Dade","Miami-Dade","Miami-Dade County","FL",2715516,163486,1763,2597,12571,26013,25971,29746,28057,19065,10846,6246,611,"0 to 225",49,85339,76988,1159,162039,1446,1,4016,147167,17025,999,26822,136417,100,147,161794,25515,829,469,9,13106,13217,21,26344,241,477,2541,4672,4285,4846,4093,2668,1688,1301,10,"0 to 108","47",13847,4024,1239,7234,13885,5283,7176,6194,48,3742,31,15,902,26822,13473,13324,26343,478,1,237144,967,265159,238111,26822,2471,35716,2,38189,6.47,29293,172133,201675,"7.4",9.7,17.9,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","52.3","21","85.5","87.4","%","%","%","%",1003,441,917,6242,3773,23.3,14.1,3.4,26239,884,583,18,1030,190,36,5
58,14,27,"DESOTO","Desoto","Desoto","Desoto County","FL",36399,2508,59,104,216,343,347,443,484,281,155,70,6,"0 to 102",49,1027,1339,142,2498,10,0,54,1954,502,12,487,2010,0,11,2487,365,122,0,0,231,255,1,487,19,52,73,97,79,64,56,32,7,8,0,"0 to 92","35",378,42,11,56,318,107,62,81,0,54,0,0,10,487,255,231,487,0,0,3498,10,4000,3508,487,5,111,0,116,4.31,492,2121,2624,"7.2",12,19.6,"2020-06-14","2020-06-20","NO","YES","NO","NO","increased by","decreased by","decreased by","increased by","40","18.2","12","18.9","%","%","%","%",1,0,10,81,54,16.6,11.1,2.1,468,10,19,0,87,5,3,0
26,15,29,"DIXIE","Dixie","Dixie","Dixie County","FL",16437,807,21,27,65,89,133,106,137,120,68,40,1,"0 to 118",52,476,313,18,807,0,0,11,696,77,1,62,745,0,0,807,46,16,0,0,29,33,0,62,0,3,12,3,11,11,11,3,5,3,0,"6 to 91","48",46,14,1,1,1,59,2,13,0,10,0,0,3,62,33,29,62,0,0,1237,0,1299,1237,62,0,24,0,24,0,62,769,831,"5.1",4.7,7.7,"2020-06-14","2020-06-20","YES","YES","YES","YES","decreased by","decreased by","decreased by","decreased by","100","50","50","33.9","%","%","%","%",0,0,3,13,10,21,16.1,4.8,61,3,1,0,9,0,0,0
36,16,31,"DUVAL","Duval","Duval","Duval County","FL",924229,49321,799,1044,4486,7931,7199,7568,8783,6450,3294,1648,118,"-6 to 119",49,27192,21385,744,48706,615,0,725,46599,2310,214,3202,46068,11,40,48655,2852,263,76,11,1608,1507,0,3115,52,89,505,735,544,425,409,248,123,71,1,"0 to 101","38",1186,892,439,598,479,1975,661,470,21,324,11,3,62,3202,1554,1646,3115,87,0,79472,528,83253,80000,3202,237,3981,4,4222,5.61,3439,50049,53543,"5.8",3.9,7,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","78.7","24.8","340.7","203.8","%","%","%","%",159,32,65,491,335,15.3,10.5,2,3085,60,117,2,185,17,6,0
63,17,33,"ESCAMBIA","Escambia","Escambia","Escambia County","FL",311522,18041,455,468,1482,2340,2098,2449,3336,2819,1624,934,36,"0 to 119",53,10910,7091,40,15216,2825,0,209,17225,879,75,1244,16793,2,2,15212,929,64,251,0,576,417,0,993,22,44,185,172,157,158,170,129,131,76,0,"0 to 105","47",456,348,38,151,51,736,206,120,1,80,1,1,43,1244,517,727,993,251,0,25132,2574,28963,27706,1244,20,788,0,808,2.48,1264,17581,18849,"6.1",4.2,7,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","200","84","126","105.2","%","%","%","%",29,30,44,121,81,9.7,6.5,3.5,1202,41,42,2,92,4,3,0
59,18,35,"FLAGLER","Flagler","Flagler","Flagler County","FL",107139,3928,43,38,196,375,459,555,780,779,485,212,6,"0 to 119",58,2302,1573,53,3890,38,0,97,3691,222,40,244,3684,0,0,3890,205,31,8,0,143,93,0,236,1,4,20,29,29,38,57,44,18,4,0,"1 to 94","55",145,37,45,9,31,194,11,39,3,28,2,1,5,244,97,147,236,8,0,7025,30,7302,7055,244,31,835,0,866,3.58,275,4519,4794,"4.5",3.4,7,"2020-06-14","2020-06-20","NO","YES","NO","YES","did not change","decreased by","increased by","increased by","","27.8","27.3","25.7","","%","%","%",1,0,6,42,30,17.2,12.3,2.5,237,5,7,0,8,0,0,0
65,19,37,"FRANKLIN","Franklin","Franklin","Franklin County","FL",11736,465,2,4,24,34,35,49,105,125,71,16,0,"0 to 95",63,260,202,3,461,4,0,8,454,6,4,4,461,0,0,461,2,1,1,0,3,0,0,3,0,0,0,1,0,0,1,1,1,0,0,"60 to 75","65",3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,3,1,0,768,3,776,771,4,1,277,0,278,0.36,5,738,743,"6.3",0.5,1.1,"2020-06-14","2020-06-20","YES","YES","YES","YES","did not change","did not change","did not change","did not change","","","","","","","","",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
9,20,39,"GADSDEN","Gadsden","Gadsden","Gadsden County","FL",46017,2935,49,94,210,491,502,516,465,384,141,81,2,"0 to 119",47,2036,887,12,2917,17,1,39,2663,336,15,329,2603,1,2,2915,316,9,4,0,233,92,0,325,3,9,20,68,75,64,37,28,15,10,0,"0 to 98","43",131,139,15,40,39,232,54,66,0,58,0,0,6,329,92,237,324,4,1,5117,13,5465,5130,329,9,93,0,102,8.82,338,2696,3037,"6.6",6.1,11.5,"2020-06-14","2020-06-20","NO","NO","NO","YES","did not change","did not change","increased by","increased by","","","33.3","7.4","","","%","%",4,4,6,66,58,20.1,17.6,1.8,326,6,3,0,16,1,1,0
1,21,41,"GILCHRIST","Gilchrist","Gilchrist","Gilchrist County","FL",17615,759,15,16,83,102,107,116,117,98,69,36,0,"0 to 118",50,429,318,12,759,0,0,9,672,95,2,86,673,0,0,759,69,17,0,0,20,66,0,86,2,4,12,17,17,16,14,3,1,0,0,"0 to 79","38",57,10,15,4,24,57,5,3,0,0,0,0,0,86,66,20,86,0,0,2071,0,2160,2071,86,2,53,0,55,3.64,88,726,814,"4.6",4,11.6,"2020-06-14","2020-06-20","NO","NO","NO","YES","decreased by","decreased by","increased by","increased by","100","50","600","16.7","%","%","%","%",0,0,0,3,0,3.5,0,0,86,0,0,0,7,0,0,0
55,22,43,"GLADES","Glades","Glades","Glades County","FL",13363,297,2,10,35,62,63,33,32,30,23,6,1,"1 to 90",40,119,176,2,297,0,0,25,191,140,0,142,155,0,0,297,140,2,0,0,27,115,0,142,1,3,19,43,40,17,12,5,1,1,0,"3 to 89","37",116,18,3,5,96,41,5,18,0,14,0,0,1,142,115,27,142,0,0,436,0,578,436,142,1,12,0,13,7.69,143,167,310,"2.3",24.2,48.1,"2020-06-14","2020-06-20","YES","NO","NO","NO","decreased by","decreased by","increased by","increased by","100","75","100","258.3","%","%","%","%",0,0,1,18,14,12.7,9.9,0.7,142,1,0,0,7,0,0,0
38,23,45,"GULF","Gulf","Gulf","Gulf County","FL",16055,615,11,15,37,57,64,102,123,122,65,19,0,"0 to 94",56,362,250,3,559,56,0,17,583,54,12,13,602,0,0,559,8,3,2,0,7,4,0,11,0,1,1,2,2,4,0,3,0,0,0,"9 to 70","42",7,1,2,1,2,8,1,2,1,0,1,0,0,13,5,8,11,2,0,1283,54,1350,1337,13,0,40,0,40,0,13,642,655,"4.1",0.9,2.1,"2020-06-14","2020-06-20","YES","YES","YES","YES","did not change","did not change","did not change","decreased by","","","","48.5","","","","%",0,0,0,3,1,23.1,7.7,0,11,0,2,0,1,0,0,0
14,24,47,"HAMILTON","Hamilton","Hamilton","Hamilton County","FL",14269,1993,15,24,160,537,414,320,240,168,69,42,4,"0 to 118",41,446,1520,27,1987,6,0,33,1871,307,5,304,1688,0,1,1986,293,8,2,1,51,250,0,301,4,7,30,86,64,55,44,11,3,0,0,"0 to 84","39",136,135,28,2,50,106,145,28,1,8,0,0,2,304,252,52,301,3,0,2223,3,2531,2226,304,1,30,0,31,3.23,305,1718,2024,"14.2",11.9,15.3,"2020-06-14","2020-06-20","NO","YES","NO","NO","increased by","did not change","increased by","increased by","50","","88.9","22.3","%","","%","%",0,0,2,29,8,9.5,2.6,0.7,302,2,2,0,23,4,0,0
23,25,49,"HARDEE","Hardee","Hardee","Hardee County","FL",27228,1076,30,64,146,196,142,136,147,125,64,26,0,"0 to 94",42,592,467,17,1069,7,0,48,648,345,6,318,758,0,0,1069,298,15,5,0,148,165,0,313,9,25,50,69,53,41,29,26,11,5,0,"0 to 86","35",201,53,29,30,191,91,31,49,3,32,3,1,2,318,168,150,313,5,0,1677,2,1999,1679,318,5,38,0,43,11.63,323,796,1119,"4.1",15.8,30,"2020-06-14","2020-06-20","NO","YES","NO","NO","increased by","did not change","increased by","increased by","33.3","","88","113","%","","%","%",4,0,3,52,35,16.4,11,0.9,305,1,13,1,43,2,0,0
60,26,51,"HENDRY","Hendry","Hendry","Hendry County","FL",40127,2529,87,102,322,462,401,362,339,204,137,106,7,"0 to 119",42,1249,1270,10,2527,2,0,167,1737,759,3,780,1748,0,1,2526,737,43,0,0,308,472,0,780,24,32,113,179,156,114,76,41,27,18,0,"0 to 101","37",632,72,21,55,579,163,38,131,0,78,0,0,24,780,472,308,780,0,0,3729,2,4512,3731,780,8,98,0,106,7.55,788,1846,2635,"6.6",17.1,31.2,"2020-06-14","2020-06-20","YES","NO","NO","NO","decreased by","decreased by","increased by","increased by","16.7","8.3","35.7","49.7","%","%","%","%",8,17,24,131,78,16.8,10,3.1,763,22,17,2,76,2,0,0
33,27,53,"HERNANDO","Hernando","Hernando","Hernando County","FL",182696,3895,65,61,296,502,460,570,701,566,416,254,4,"0 to 102",54,2364,1510,21,3875,20,0,77,3577,194,43,206,3689,0,0,3875,133,67,5,1,101,99,0,200,1,7,24,44,28,34,34,21,10,3,0,"1 to 90","43",142,22,10,26,37,119,44,50,2,29,2,1,5,206,101,105,200,6,0,8536,14,8757,8550,206,19,750,0,769,2.47,225,4439,4664,"2.6",2.4,5.8,"2020-06-14","2020-06-20","NO","NO","NO","YES","decreased by","increased by","increased by","increased by","9.1","5.9","228.6","483.4","%","%","%","%",2,0,6,52,31,25.2,15,2.9,200,5,6,0,8,0,0,0
45,28,55,"HIGHLANDS","Highlands","Highlands","Highlands County","FL",102101,3834,59,58,186,397,346,447,611,722,629,359,20,"0 to 119",62,2326,1471,37,3769,65,0,62,3551,236,24,258,3571,0,5,3764,217,39,2,0,134,122,0,256,7,9,25,35,35,39,50,29,24,5,0,"0 to 91","50",161,46,35,14,95,140,21,59,1,52,1,0,10,258,124,134,256,2,0,6640,63,6965,6703,258,17,275,0,292,5.82,275,3846,4126,"4",3.8,7.2,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","decreased by","increased by","increased by","28.6","33.3","89.3","50.9","%","%","%","%",2,0,10,60,53,23.3,20.5,3.9,238,10,20,0,18,2,0,0
20,29,57,"HILLSBOROUGH","Hillsborough","Hillsborough","Hillsborough County","FL",1378883,55743,1276,1547,4961,8605,8071,8597,9316,7415,3989,1833,133,"0 to 119",49,31883,23594,266,55324,419,0,777,52835,2603,312,6176,49458,23,86,55216,5919,184,70,3,3249,2842,12,6103,113,216,1068,1458,949,833,648,418,266,181,26,"0 to 104","36",2002,1072,956,2073,1340,2310,2453,842,11,577,8,3,119,6176,2875,3289,6103,73,0,94896,345,101494,95241,6176,309,10151,1,10461,2.95,6485,59609,66204,"4.8",5.8,11.6,"2020-06-14","2020-06-20","NO","NO","NO","NO","increased by","increased by","increased by","increased by","53.4","35.8","130.3","114.5","%","%","%","%",366,74,122,853,585,13.8,9.5,2,5973,115,203,4,425,39,6,0
18,30,59,"HOLMES","Holmes","Holmes","Holmes County","FL",19430,869,12,13,64,125,118,142,155,155,63,21,1,"0 to 119",52,441,413,15,859,10,0,5,815,66,5,121,748,0,0,859,104,16,0,1,18,102,0,120,1,0,8,40,34,21,8,8,1,0,0,"1 to 79","38",53,10,1,56,5,46,69,7,0,4,0,0,0,121,102,19,120,1,0,1671,9,1802,1680,121,1,40,0,41,2.44,122,788,910,"4.7",6.6,14,"2020-06-14","2020-06-20","NO","NO","NO","YES","increased by","increased by","increased by","increased by","100","1","333.3","481.1","%","case","%","%",0,0,0,7,4,5.8,3.3,0,58,0,63,0,1,0,0,0
61,31,61,"INDIAN RIVER","Indian River","Indian River","Indian River County","FL",150984,5629,63,78,372,517,516,679,914,1094,797,586,13,"0 to 119",61,3442,2165,22,5558,71,0,202,4886,640,62,422,5179,0,28,5532,397,14,9,2,219,192,0,411,5,20,71,65,56,55,37,48,42,23,0,"0 to 99","41",216,23,43,129,88,174,149,98,6,48,3,0,15,422,199,223,411,11,0,11106,58,11590,11164,422,40,1322,0,1362,2.94,462,6501,6991,"4.6",3.6,8.2,"2020-06-14","2020-06-20","NO","YES","NO","YES","increased by","decreased by","increased by","increased by","120","16.7","402.7","209.7","%","%","%","%",26,6,15,104,51,24.6,12.1,3.6,409,15,13,0,35,4,1,0
52,32,63,"JACKSON","Jackson","Jackson","Jackson County","FL",48472,3049,26,35,251,519,522,531,478,310,231,140,6,"0 to 105",48,1372,1583,94,3026,23,0,18,2620,325,27,341,2703,1,4,3021,294,38,8,1,80,252,0,332,2,8,33,81,79,63,52,16,6,1,0,"0 to 87","40",139,139,19,35,29,195,108,42,2,26,0,0,2,341,256,85,332,9,0,4442,14,4808,4456,341,18,91,0,109,16.51,359,2794,3158,"6.5",7.3,11.8,"2020-06-14","2020-06-20","YES","YES","NO","YES","did not change","did not change","increased by","decreased by","","","15.4","3","","","%","%",24,0,2,44,26,12.9,7.6,0.6,338,2,3,0,14,4,0,0
11,33,65,"JEFFERSON","Jefferson","Jefferson","Jefferson County","FL",14105,570,12,13,22,44,78,80,117,121,65,17,1,"0 to 101",58,340,225,5,565,5,0,7,489,79,7,38,532,0,0,565,15,21,2,0,21,15,0,36,1,1,2,3,5,4,7,7,4,4,0,"1 to 95","58",10,19,7,0,5,30,1,7,2,9,0,0,4,38,17,21,36,2,0,982,3,1024,985,38,0,51,0,51,0,38,583,621,"4.4",3.5,6.7,"2020-06-14","2020-06-20","YES","NO","NO","YES","did not change","increased by","increased by","increased by","","2","300","659","","case","%","%",0,4,4,9,9,23.7,23.7,10.5,36,4,2,0,2,1,2,0
37,34,67,"LAFAYETTE","Lafayette","Lafayette","Lafayette County","FL",8744,351,6,0,43,43,39,35,38,47,55,44,1,"0 to 119",58,225,119,7,351,0,0,12,329,19,1,20,331,0,0,351,15,5,0,0,9,11,0,20,1,0,3,5,1,3,3,2,0,2,0,"3 to 98","40",18,2,0,0,4,16,0,3,0,2,0,0,0,20,11,9,20,0,0,438,0,459,438,20,0,13,0,13,0,20,344,364,"4.2",4.2,5.7,"2020-06-14","2020-06-20","NO","YES","NO","NO","increased by","did not change","increased by","increased by","100","","100","54.5","%","","%","%",0,0,0,3,2,15,10,0,20,0,0,0,1,0,0,0
